accommodates,bathrooms,bedrooms,calculated_host_listings_count,guests_included,host_listings_count,latitude,longitude,minimum_nights,number_of_reviews,d_centre,instant_bookable_f,instant_bookable_t,room_type_Entire home/apt,room_type_Private room,room_type_Shared room
2,1.0,1.0,1,1,1.0,52.3816381826,4.8834203334,2,7,1.1196277344935932,1,0,0,1,0
3,1.0,2.0,1,2,1.0,52.3759040577,4.870875218,3,2,1.971231601188098,1,0,1,0,0
2,1.0,0.0,1,1,1.0,52.3533709247,4.8802629003,5,3,3.150083718897596,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3736782498,4.8779871806,4,35,1.5783607547538343,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3351356222,4.8725090962,1,3,5.2252989415003945,1,0,1,0,0
1,1.0,1.0,1,1,1.0,52.3663114482,4.8744154507,1,1,2.219950027445311,1,0,0,1,0
4,1.0,2.0,2,1,2.0,52.3469026754,4.902513264,8,2,3.593913037497642,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.377738913900004,4.8805467243,2,14,1.2911202546456368,0,1,1,0,0
4,1.5,2.0,1,5,1.0,52.3731339783,4.8822598027,3,44,1.3452465887104166,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3745290014,4.8276601948,2,6,4.896249365152817,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3905086847,4.9088232674,3,12,1.4100114112057687,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3520361292,4.8887494403,2,9,3.1031970554144537,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3720891362,4.8654800654,2,4,2.434611761300291,1,0,1,0,0
4,1.0,1.0,1,2,1.0,52.3909631411,4.8759622385,1,0,2.0605033222583065,1,0,1,0,0
2,1.0,0.0,28,1,29.0,52.35040481,4.8468477844999995,2,1,4.791949370569447,1,0,1,0,0
1,0.5,1.0,2,1,2.0,52.3604067486,4.8579666746,1,115,3.503000759918473,0,1,0,1,0
4,1.0,3.0,1,2,1.0,52.3598759733,4.8648146918,3,19,3.1815657848154606,1,0,1,0,0
2,1.0,1.0,2,1,3.0,52.3707274963,4.8576971114,2,0,2.9833205342238336,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3707892835,4.869572979,2,15,2.2303148088640166,1,0,0,1,0
4,1.0,2.0,1,1,1.0,52.3489783819,4.8957333772,1,5,3.366521804925577,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3629934421,4.9389255756,2,0,3.2278793107906902,1,0,0,0,1
4,1.5,2.0,1,2,1.0,52.3782678581,4.8555574534,2,4,2.9779276057918236,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3700058531,4.8561875983,2,6,3.1061148611764318,1,0,1,0,0
2,1.5,1.0,1,1,1.0,52.3564925432,4.8997251992,2,17,2.5222253323210935,1,0,1,0,0
4,2.0,2.0,4,1,4.0,52.3422226282,4.9112968951,3,0,4.186073479002886,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3752551882,4.8479129234,3,12,3.5220882130165236,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3707453732,4.9316469612,3,5,2.378461268376939,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3722700481,4.8622603449,2,0,2.636259901277437,0,1,1,0,0
2,1.0,1.0,25,1,25.0,52.3553246522,4.8890553481,2,2,2.743786303809869,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3781304124,4.8835337769,4,3,1.0847890456458242,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3759621219,4.8472449989,2,20,3.558251300692348,1,0,1,0,0
3,1.0,2.0,1,2,1.0,52.3766705704,4.8400238982,3,5,4.0396671887515465,1,0,1,0,0
2,1.0,2.0,1,1,1.0,52.3810999721,4.8870113778,2,99,0.8688117411030511,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3481097259,4.8469236469,3,7,4.962192063393341,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3468344378,4.9008521766,1,10,3.596697574798197,1,0,1,0,0
4,1.5,1.0,1,2,1.0,52.3690218638,4.9117446075,4,5,1.405121629827445,1,0,1,0,0
4,1.0,2.0,1,3,1.0,52.3790440033,4.8793592801,3,29,1.361651150380922,1,0,1,0,0
4,1.0,1.0,25,1,25.0,52.3559049263,4.888515231,2,4,2.6913659582863567,0,1,1,0,0
2,1.5,1.0,1,1,1.0,52.3661902638,4.875848257,2,21,2.155551686092198,1,0,1,0,0
2,1.0,1.0,2,2,2.0,52.3479466244,4.860674944,2,8,4.355454645877159,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.362007753,4.9363168924,2,2,3.1477628816530947,1,0,1,0,0
3,1.0,2.0,1,3,1.0,52.3704608141,4.9294936545,3,9,2.2583716898319524,1,0,1,0,0
4,1.0,3.0,1,1,2.0,52.3761864478,4.8746943112,4,15,1.710906366282216,1,0,1,0,0
4,1.0,1.0,1,2,1.0,52.3618188771,4.9245444211,2,9,2.5747098849108947,1,0,1,0,0
3,1.0,1.0,1,1,1.0,52.3244227064,4.9462179521,1,8,6.864662256648057,1,0,0,1,0
4,1.0,2.0,1,2,1.0,52.3475491492,4.8967064351000005,2,21,3.5208396926480217,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3540864257,4.8986284681,3,16,2.7900578767002866,1,0,1,0,0
2,1.0,1.0,1,1,2.0,52.359457083,4.866307951,1,1,3.1398602898539965,1,0,0,1,0
3,1.0,2.0,91,1,103.0,52.3726970591,4.8547587133,2,0,3.115224834152727,0,1,1,0,0
4,1.0,3.0,1,1,1.0,52.3797542914,4.8799810755,2,7,1.3208606101483489,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3254622143,4.8876389539,1,19,6.023806715916091,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3525284782,4.8474802972,2,1,4.604748983133391,0,1,1,0,0
3,1.0,1.0,1,2,1.0,52.3750176224,4.8686298054,1,16,2.1402804639690114,1,0,1,0,0
3,1.0,2.0,2,1,2.0,52.3896607982,4.8769878657,2,0,1.9160779642139167,1,0,1,0,0
4,1.0,2.0,1,4,1.0,52.3550923907,4.9153390917,3,9,2.8871110923265,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3597060242,4.926907795,1,4,2.857093993320896,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3753611138,4.8481325943,1,12,3.5058502040218644,1,0,1,0,0
5,2.0,2.0,3,4,3.0,52.38273971,4.8865126072,4,3,0.9610142685147811,1,0,1,0,0
2,1.0,2.0,1,1,1.0,52.3595544652,4.913682484,2,4,2.3865556134060046,1,0,1,0,0
3,1.0,2.0,1,1,1.0,52.3585414085,4.9136446488,2,8,2.4889036710857297,1,0,1,0,0
4,1.5,2.0,1,2,1.0,52.3742997761,4.8753017982,7,24,1.724694657604075,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3636184686,4.9040221357,1,3,1.7580915705625422,1,0,1,0,0
4,1.0,3.0,1,2,1.0,52.3755392906,4.8984364948,4,10,0.4111472074334725,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3631714674,4.8749893389,7,12,2.432722176810686,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3831371561,4.881921478,2,3,1.2661406676583151,1,0,1,0,0
2,1.0,2.0,1,1,1.0,52.347081667,4.86209488,2,4,4.375983757394874,1,0,1,0,0
4,2.0,2.0,1,2,3.0,52.3646851913,4.9041363096,7,18,1.643048385906888,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3496792765,4.912918257,2,0,3.4045884707904004,0,1,1,0,0
4,1.0,2.0,1,1,1.0,52.3769212791,4.9417196830000005,5,0,2.879749336949991,1,0,1,0,0
4,1.0,2.0,1,4,1.0,52.3569074967,4.8935116667,2,6,2.508397619013817,1,0,1,0,0
2,1.5,1.0,1,1,2.0,52.3688736307,4.8671269472,4,4,2.47326320285395,1,0,0,1,0
2,1.5,1.0,1,1,1.0,52.3303861898,4.875848627,5,1,5.654480414926226,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3531286816,4.8836178347,2,3,3.088345045312904,1,0,1,0,0
4,1.0,2.0,1,2,1.0,52.3573124357,4.928808233,2,1,3.143740543465855,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3668159716,4.8508610582,1,3,3.5705295146872706,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3486605375,4.8860298974,3,13,3.5122452992316076,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.359909436,4.8593825458,2,7,3.460281726740059,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3641441758,4.8930468862000005,2,10,1.7270540463886763,1,0,1,0,0
2,1.0,1.0,1,3,1.0,52.3509567597,4.892161983,3,16,3.1758483124923944,1,0,1,0,0
2,1.0,1.0,2,1,2.0,52.3603843855,4.989359054,1,1,6.449433973848992,1,0,0,1,0
2,1.0,1.0,2,1,2.0,52.3658299424,4.8596229554,2,1,3.081873964140327,1,0,0,1,0
4,1.0,0.0,1,1,1.0,52.3397143154,4.9189393193,2,7,4.582062275654902,1,0,1,0,0
2,1.5,1.0,1,1,1.0,52.3490074384,4.887158594,4,14,3.4557717975658733,1,0,1,0,0
4,1.5,2.0,1,1,1.0,52.35285192,4.9284926792,2,6,3.5290654784534583,1,0,1,0,0
4,2.0,2.0,1,1,1.0,52.3794580375,4.8771093142,3,3,1.5144692296682636,1,0,1,0,0
3,1.0,2.0,91,3,103.0,52.3605833658,4.8975121927,7,0,2.071647980903171,0,1,1,0,0
3,1.5,1.0,1,1,1.0,52.3629086515,4.8705865512,2,5,2.6651306172978098,1,0,1,0,0
4,1.0,2.0,2,1,2.0,52.3710661864,4.869503046,3,1,2.2219413868335045,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3831423698,4.8711761983,2,2,1.9662686479408442,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3732559179,4.8973372645,4,5,0.6744404965112085,1,0,1,0,0
4,1.0,2.0,2,1,2.0,52.3560930887,4.922613976,2,0,3.0102295718538703,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.342780573,4.8586291593,2,4,4.902661847966683,1,0,1,0,0
5,1.0,2.0,1,1,1.0,52.3743628018,4.8364112221,1,0,4.308652408756953,1,0,1,0,0
2,1.0,1.0,28,1,29.0,52.3632990574,4.8791108168,3,0,2.24023251876683,1,0,1,0,0
6,1.0,2.0,18,1,25.0,52.3647220598,4.9245877521,7,0,2.3446924562120737,1,0,1,0,0
2,1.0,1.0,50,1,106.0,52.3784226671,4.8895549825,3,13,0.6753305410416952,1,0,1,0,0
6,1.5,3.0,1,2,1.0,52.3223431572,4.9762262476,2,13,8.190046980176396,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3347099458,4.8802842544,1,9,5.110702545074675,0,1,1,0,0
2,1.5,1.0,1,2,1.0,52.3832733125,4.8486943952,2,12,3.4713283869040703,1,0,1,0,0
2,1.0,2.0,1,1,1.0,52.3818661854,4.8536558161,2,13,3.119258821533647,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.367603161,4.8652353172,2,11,2.653254781036411,1,0,1,0,0
4,2.0,1.0,2,1,2.0,52.3435433474,4.8958449656,1,47,3.9685954871972275,0,1,0,1,0
4,1.0,3.0,1,1,1.0,52.3586086444,4.8593758766,2,3,3.5519719018531304,1,0,1,0,0
4,1.0,1.0,6,3,6.0,52.3213341781,4.9881883852,2,7,8.810857889019074,1,0,0,1,0
4,1.0,1.0,1,3,1.0,52.3859865098,4.9313254459,1,120,2.2914582010812543,1,0,1,0,0
5,2.0,4.0,1,6,1.0,52.3674887852,4.8782827909,4,8,1.9362446542486658,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3515620175,4.8517177947,2,0,4.461763687829029,1,0,1,0,0
4,1.5,2.0,1,2,1.0,52.3560101642,4.8891774689,2,4,2.668056427935348,1,0,1,0,0
3,1.0,1.0,1,2,1.0,52.3795886884,4.8857666713,1,34,0.9279712224319411,1,0,1,0,0
4,2.0,4.0,1,2,1.0,52.3909012262,4.9250484161,3,2,2.170923621924245,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3751871721,4.8660561243,2,11,2.307328654476385,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3591677175,4.8581454398,2,0,3.577268661544305,1,0,1,0,0
2,1.5,1.0,1,1,1.0,52.3899257422,4.8885001014,2,8,1.4047116860795783,1,0,1,0,0
4,1.0,1.0,1,2,1.0,52.3661672559,4.8808135838,2,12,1.9207612845537272,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.387508782,4.8803083852,3,1,1.5928293079612361,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3481867314,4.9106928883,2,35,3.528873001433353,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3659532823,4.8775081819,2,13,2.0917713328296474,1,0,1,0,0
3,1.0,2.0,1,3,1.0,52.3541096375,4.8405961142,3,17,4.868720993193662,1,0,1,0,0
3,2.0,2.0,20,2,24.0,52.3615915094,4.8545813296,3,1,3.6171345265885564,1,0,1,0,0
1,1.0,1.0,1,2,1.0,52.3630034579,4.8644889128,2,6,2.9757862705645244,1,0,0,1,0
3,1.5,2.0,1,2,1.0,52.3583375194,4.8526590218,2,5,3.9293964615764865,1,0,1,0,0
4,2.0,4.0,1,2,1.0,52.3381188229,4.8953239178,2,1,4.57243158788231,1,0,1,0,0
1,1.0,1.0,1,1,1.0,52.3792608838,4.852442775,1,0,3.1874265941886146,1,0,0,1,0
3,1.0,2.0,1,2,1.0,52.3436966006,4.9066987362,2,52,3.974814139116965,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3653884571,4.8719956126,1,6,2.4117481970171513,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3712394051,4.8894130088,1,11,1.1145789335560787,1,0,1,0,0
3,1.0,1.0,1,4,1.0,52.3803600654,4.8558184654000005,3,27,2.9612527657968637,1,0,1,0,0
2,1.0,1.0,2,1,2.0,52.3997041699,4.915022225,2,6,2.513027423215204,1,0,0,1,0
4,1.0,2.0,1,1,1.0,52.3487618624,4.8466388094,3,4,4.9260486176425475,1,0,1,0,0
4,2.5,3.0,38,2,43.0,52.3796485329,4.8906463357,7,2,0.5980835867755246,0,1,1,0,0
5,1.0,3.0,1,1,1.0,52.3901997409,4.8738817636,2,3,2.121337141737312,1,0,1,0,0
4,1.0,2.0,1,2,1.0,52.3732213806,4.85890845,2,9,2.8278657661242765,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3622152636,4.866340935,3,0,2.932260593151207,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3442037077,4.8611923602000005,2,1,4.674204205133675,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3244445054,4.8831193623,3,11,6.183418734781845,1,0,1,0,0
4,1.0,2.0,1,2,1.0,52.3402234063,4.9164615555,1,7,4.481649648410609,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3608891035,4.860955605,1,2,3.309098721580084,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.4034438783,4.9173536477,2,12,2.956699779548685,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.369684777,4.916068147,2,0,1.5457738313080047,0,1,1,0,0
4,1.0,2.0,1,1,1.0,52.3984037894,4.929351093,1,34,2.945642102905339,0,1,1,0,0
3,1.0,1.0,1,2,1.0,52.3591134129,4.9057183066,3,16,2.2713222243797695,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3358026941,4.8670640266,5,13,5.298149253757145,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3689646188,4.8744322843,2,0,2.0413797114329033,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3741900509,4.8982713575,3,45,0.561051411875636,1,0,1,0,0
4,1.0,2.0,1,2,1.0,52.3531156826,4.898042194,2,16,2.898932452521222,1,0,1,0,0
4,1.5,3.0,1,4,1.0,52.3744258957,4.9466984412,3,0,3.249924638890654,1,0,1,0,0
4,1.0,3.0,1,2,1.0,52.3519527175,5.0024883626,2,0,7.619872258038396,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3522977865,4.8385621745,1,8,5.09793174763127,1,0,1,0,0
3,1.0,2.0,1,1,1.0,52.3790889943,4.8576988637,2,15,2.8309004588567004,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3693717894,4.8535095413,3,4,3.3008902464728136,1,0,1,0,0
1,1.0,1.0,10,1,10.0,52.3759907227,4.8914314449,1,84,0.6486915065129126,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3675206055,4.8640222676,3,7,2.729853922972687,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3468130236,4.9100005195000005,14,1,3.6685805637272697,1,0,0,1,0
2,1.0,1.0,45,1,47.0,52.3569861482,4.8879581782,2,8,2.5871843568337,0,1,1,0,0
3,1.0,2.0,1,1,2.0,52.3630604705,4.9317169902,2,8,2.8302969922832077,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3515814173,4.8954858398,1,28,3.079553277297017,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3796890806,4.8695012943,2,6,2.031013273756229,1,0,1,0,0
2,1.0,0.0,1,1,2.0,52.3769124186,4.9262309295,3,3,1.8355224219550412,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3548855725,4.8870235869,2,1,2.8288970968438085,1,0,1,0,0
2,1.5,1.0,1,1,1.0,52.3777487972,4.8909746913,3,7,0.5955455009281675,1,0,1,0,0
4,1.0,1.0,1,1,1.0,52.3846384504,4.8698365771,2,136,2.0967493372129797,1,0,1,0,0
4,1.0,2.0,2,1,2.0,52.3797069777,4.8932068054,2,0,0.42611773281196597,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3615581956,4.8783416154,3,2,2.4260992006075273,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.387425652,4.8927660654,2,8,1.0208521893841256,0,1,1,0,0
4,1.5,3.0,1,2,1.0,52.34271824,4.8681008165,4,0,4.576659214550405,1,0,1,0,0
3,1.0,2.0,1,2,1.0,52.36098665,4.8956147987000005,2,5,2.0392427687376884,1,0,1,0,0
3,1.5,1.0,1,1,1.0,52.3597596853,4.911639842,2,22,2.312537716255006,1,0,1,0,0
4,2.0,1.0,3,2,3.0,52.3508591138,4.851644146,2,19,4.519468266234405,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3725678288,4.8916134943,2,0,0.9069872516293221,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3857466526,4.9169087119,2,0,1.3915634545552438,0,1,0,1,0
2,1.0,2.0,1,1,1.0,52.3500358543,4.8377126142,3,3,5.294786201457775,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3578364609,4.8984543786,2,208,2.3737284254218,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3842798516,4.8180424752,3,4,5.549535455679358,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3853325717,4.9168596162,2,0,1.3651486613841441,0,1,0,1,0
4,1.0,2.0,1,2,1.0,52.3682129599,4.9185943695,2,41,1.782682117553426,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3741505867,4.8642200643999995,3,13,2.4533914303852553,1,0,1,0,0
8,2.0,4.0,1,4,1.0,52.3864381361,4.9228765855,4,11,1.7826783737745966,1,0,1,0,0
4,1.5,2.0,6,2,6.0,52.3665188667,4.8928519257000005,7,19,1.4770272175274783,0,1,1,0,0
2,1.0,1.0,8,1,9.0,52.3759338047,4.8852806746,3,27,1.0258106192647998,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3459522415,4.9047080359,1,2,3.7107578141095097,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3541332244,4.7983749556,2,17,7.400758643075123,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3633464269,4.8608075969,1,2,3.1569337673476574,1,0,0,1,0
2,1.0,0.0,1,1,1.0,52.3804282461,4.8839810378,2,0,1.0570335734533989,1,0,0,1,0
2,1.0,1.0,4,1,5.0,52.3542526129,4.8541279427,2,5,4.138609088473926,0,1,0,1,0
2,1.0,1.0,1,2,1.0,52.353580267,4.8862445839,1,36,2.9831204537717464,1,0,1,0,0
3,1.0,1.0,1,1,2.0,52.3654842796,4.9348122609,2,12,2.8427897518234984,1,0,1,0,0
4,1.5,4.0,1,2,1.0,52.3753926484,4.9467476025,3,6,3.2374370475270435,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3874834075,4.8810575778,2,5,1.5500516211734066,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3572404161,4.9283997654,2,0,3.1324698647421045,1,0,1,0,0
2,1.0,0.0,1,1,1.0,52.3628690005,4.9365268723,2,27,3.102176732460419,0,1,0,1,0
3,1.5,1.0,1,2,1.0,52.3674515384,4.8504549085,2,0,3.5695442896308265,1,0,0,1,0
4,1.5,2.0,1,1,1.0,52.3695431705,4.8568687048,2,0,3.0800383891638794,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3815787024,4.8916151951,3,9,0.592955524248503,1,0,1,0,0
2,1.0,3.0,1,1,1.0,52.344110783,4.8941785672,2,1,3.914333124393859,1,0,1,0,0
2,1.0,0.0,1,1,1.0,52.35204261,4.9269732432,2,0,3.5486458432661747,0,1,1,0,0
2,1.0,0.0,1,1,1.0,52.3814601438,4.8566778166999995,2,10,2.9110241442794513,1,0,1,0,0
2,1.0,1.0,2,2,2.0,52.3424155713,4.94831984,1,38,5.263686518875472,0,1,0,1,0
4,1.0,2.0,1,2,1.0,52.3528873684,4.8521256752,3,11,4.341192921654292,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3782657887,4.884919416,2,29,0.9897267883550998,1,0,1,0,0
2,1.5,1.0,1,3,1.0,52.3769560196,4.8471382869,2,1,3.5560040028064974,1,0,0,1,0
2,1.0,1.0,2,1,2.0,52.3721729837,4.9084824123,3,0,0.9924290959623636,0,1,1,0,0
4,1.0,3.0,1,1,1.0,52.4067474744,4.92341411,2,3,3.4675089300456112,1,0,1,0,0
6,1.5,3.0,1,4,1.0,52.3678032345,4.9321344867,3,9,2.554116204621852,1,0,1,0,0
4,1.0,3.0,1,2,1.0,52.3529661229,4.9374513147,2,4,3.8919338151079383,1,0,1,0,0
2,1.5,2.0,1,2,1.0,52.3631355638,4.8822617584,1,9,2.1305822628844755,1,0,1,0,0
4,1.0,2.0,1,2,1.0,52.3744099416,4.8629363048,2,3,2.5320507489556436,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3445377002,4.8964338075,3,9,3.855997539938458,1,0,1,0,0
2,1.0,1.0,2,1,2.0,52.378205077,4.8618589898,3,100,2.551048298477917,0,1,1,0,0
3,1.0,1.0,1,1,1.0,52.3620333285,4.9091559067,14,0,2.0173773066552907,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3665944927,4.8651042195,1,264,2.717060541294287,0,1,0,1,0
4,1.0,4.0,1,1,1.0,52.3710677994,4.9054053973,3,4,0.9893051747705653,1,0,1,0,0
5,1.0,3.0,1,4,1.0,52.3570017453,4.9929885591000005,4,20,6.810015434615344,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3751435719,4.8981843299,3,6,0.4574344244753169,0,1,1,0,0
4,1.0,1.0,1,2,1.0,52.3663954918,4.8735223621,2,5,2.260722598878545,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3620100265,4.8547867869,3,1,3.5803912900810664,1,0,1,0,0
3,1.0,2.0,1,2,1.0,52.3587423618,4.8939232371,2,7,2.3026617005223984,1,0,1,0,0
4,1.0,1.0,1,2,1.0,52.3646604391,4.8831907549,2,43,1.9546350934895729,0,1,1,0,0
4,1.0,2.0,2,2,2.0,52.3866923629,4.9219348575,2,2,1.7392985419880342,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3621582418,4.8842864575,3,7,2.1534907669093823,1,0,1,0,0
2,1.0,0.0,2,1,2.0,52.3671161341,4.8894631332,2,56,1.502401487938801,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.351991729,4.9136821907,2,15,3.173235242938448,1,0,1,0,0
2,2.0,1.0,1,1,1.0,52.3706482327,4.8599995324,2,5,2.838446069894332,1,0,0,1,0
2,1.0,1.0,2,2,2.0,52.3579063229,4.7954949302,1,72,7.438152715585381,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3651880327,4.9062815344,2,32,1.6237961545229307,1,0,1,0,0
5,1.0,1.0,2,2,2.0,52.323004707,4.9766245037,1,2,8.150805913631086,1,0,0,1,0
4,1.5,2.0,1,2,1.0,52.3661477251,4.8839062569,2,12,1.7915332042192278,1,0,1,0,0
3,1.0,1.0,1,2,1.0,52.3529515081,4.8960260796,2,9,2.9247838709465186,1,0,1,0,0
3,1.0,2.0,1,2,1.0,52.3768914168,4.9383050179,2,3,2.6493963323436547,1,0,1,0,0
2,1.5,1.0,1,1,1.0,52.3541869501,4.9116110785,1,8,2.8986721510040954,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3541568593,4.8906755484,2,5,2.844432123186446,1,0,1,0,0
5,1.0,3.0,1,5,1.0,52.3564094773,4.9942013449000004,3,5,6.910662854674736,1,0,1,0,0
4,1.0,2.0,1,2,2.0,52.3668691714,4.8398095144,3,14,4.270354023512408,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3643202567,4.937528313,3,11,3.067730125844802,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3505235449,4.8538328723,2,63,4.440802008425593,1,0,0,1,0
2,1.0,0.0,1,1,1.0,52.3818574128,4.906989153,2,0,0.592264389061709,0,1,0,1,0
2,1.0,1.0,1,1,1.0,52.3525059146,4.9433842148,2,4,4.205607816808418,1,0,0,1,0
4,1.0,2.0,3,2,3.0,52.36265828,4.909767079,3,44,1.9662839997067367,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3710881469,4.860478149,2,89,2.7917089197133573,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3627171735,4.8431580024,2,3,4.234063295043159,1,0,1,0,0
3,1.0,1.0,5,2,9.0,52.3181874831,4.9779779459,1,22,8.624437252187448,0,1,0,1,0
2,1.0,0.0,1,1,1.0,52.3705967656,4.9295828022,2,0,2.2574005729928035,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3618336285,4.9079573834,3,1,2.0135102504027462,1,0,1,0,0
4,1.5,2.0,1,2,1.0,52.3585469512,4.9213808473,3,33,2.7349171777014463,1,0,1,0,0
2,1.0,1.0,1,1,0.0,52.3655044316,4.9358822858,2,11,2.9031756160806133,1,0,1,0,0
4,1.0,3.0,1,1,1.0,52.3538358271,4.9174026484,3,4,3.069958763714059,1,0,1,0,0
4,1.0,2.0,1,2,1.0,52.3655258481,4.8687184520999995,3,31,2.578189046035728,1,0,1,0,0
3,1.0,1.0,1,2,1.0,52.3637160013,4.9054840724,2,17,1.7678027304024866,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3596943407,4.9300387635,1,71,3.0009689603141534,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3456036121,4.8883538986,5,6,3.8071265323216306,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3749442493,4.8571917361,3,98,2.9039793338234974,1,0,0,1,0
2,1.5,1.0,1,1,1.0,52.3559980779,4.9140877186,14,5,2.762322439674908,1,0,1,0,0
4,1.5,2.0,1,1,1.0,52.3611982632,4.8622028808,1,2,3.22131527736334,0,1,1,0,0
2,1.0,0.0,1,1,1.0,52.3392642162,4.9195002052,2,66,4.64099859707611,1,0,1,0,0
2,1.0,1.0,11,2,22.0,52.3824607193,4.8879044489000005,7,29,0.8622649503016249,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3672832389,4.8497922913,2,1,3.618229889098619,1,0,1,0,0
